"","X","x","tweet"
"14206",14206,"negative","@AmericanAir ive literally been holding for more than 2 HOURS now. i was told 2hrs. You all are sabotaging any chance i have of getting home"
"14207",14207,"negative","@AmericanAir we're still here guys - you are the worst"
"14208",14208,"negative","@AmericanAir 24 hours on the AirPort"
"14209",14209,"negative","@AmericanAir - don't understand why I have zero Flt info- no email- 2 he wait time on ph lines- so much for Advan Mem :("
"14210",14210,"negative","@AmericanAir ok so why is it Late Flight? And for that matter why was my flight 4491 Cancelled Flighted this morning? I've been in YYZ since 5 AM."
"14211",14211,"negative","@AmericanAir plane breaks, unloads the passengers, told to re enter to only come back off. Flight Cancelled Flightled, missed wedding. #badbusiness"
"14212",14212,"negative","@AmericanAir - very upset with my hometown airline. Stuck in Den Flt Cancelled Flightled. Others here with me got new Flt info"
"14213",14213,"negative","@AmericanAir absolutely worse cust. Svc ever experienced in 25 yrs of flying.  Supvrs at iah extremely rude. #poorservice #travel"
"14214",14214,"negative","@AmericanAir Kid upset, my staff upset (one accused of stealing fruit!!!!!) mistreatment due to airline policy of an Austic child."
"14215",14215,"negative","@AmericanAir I have been trying to get through to someone about my Cancelled Flightled flight tomorrow for over 4 hours."
"14216",14216,"negative","@AmericanAir Trip cut 7 hrs short due to flight change/massive layovers/ no peanuts or crackers/ asked for H2O and received about 2oz."
"14217",14217,"negative","@AmericanAir Flight's Cancelled Flightled. Website says to call phone number.Phone says to check online.  How am I supposed to get some help?"
"14218",14218,"negative","@AmericanAir yes. We spent the whole day talking to agents and someone finally offered to let him stay in a hotel"
"14219",14219,"negative","@AmericanAir flight from JFK to EGE was cxld after on runway for an hour. Flight moved to 7am but they won't give luggage back. Nice."
"14220",14220,"negative","@AmericanAir delayed for two hours at ORD--&gt;CDG the one time I need to be there to catch a train... 😒"
"14221",14221,"negative","@AmericanAir not to mention its a three hour wait to get an agent on the phone."
"14222",14222,"negative","@AmericanAir Cancelled Flighted our flight and now are still delayed...NOT COOL."
"14223",14223,"negative","@AmericanAir we did for the last 8 hours.  Your customer service is horrendous.  I should have flown Delta"
"14224",14224,"negative","@AmericanAir there is a full flight of customers sitting on the plane waiting for baggage to be loaded on AA 356 in DFW - why? 2 hour delay"
"14225",14225,"negative","@AmericanAir why a different airport! I have no way of getting to a different airport."
"14226",14226,"negative","@AmericanAir AA agent said I repeated myself when I was explaining. I told him ""I understand English."" His reply?""Our conversation is over."""
"14227",14227,"negative","@AmericanAir long wait? I literally went shopping at 3 different centers, had lunch and prepared dinner. surprise, it's winter! staff better"
"14228",14228,"negative","@AmericanAir AA 1657 was also over an hour Late Flight to depart Ohare and now we have no luggage. Not happy standing in a long line at baggage svc"
"14229",14229,"negative","@AmericanAir is flight 2934 dfw to gsp going to be Cancelled Flightled tomorrow?"
"14230",14230,"negative","@AmericanAir Stuck on the plane in Charlotte.  Going to miss my connection.  No words from staff. Maybe some damn pretzels?"
"14231",14231,"neutral","@AmericanAir Do you happen to know if that plane will be repainted, or fly ""off into the sunset?"""
"14232",14232,"negative","@AmericanAir - AA1344 Cancelled Flighted on 2.23 - rebooked on us air 623/544 on 2.24. Has to be a nonstop on 2.24 for us (2)?"
"14233",14233,"negative","@AmericanAir today's wait was a violation of #dot #passengerbillofrights http://t.co/GxvFumn3iZ"
"14234",14234,"negative","@AmericanAir arrived in lax from ord flight AA1657 NO LUGGAGE"
"14235",14235,"negative","@AmericanAir I've got a BA flight as your airport couldn't accommodate us. We were left without any info. No vouchers for food,nothing."
"14236",14236,"negative","@AmericanAir flight 1019 I need 2 b on the first flight out frm MIA 2 TPA. I'm extremely irritated. I've been at this airport for 5.5 hrs."
"14237",14237,"positive","@AmericanAir many trips coming up!  I will see you soon 😃"
"14238",14238,"neutral","@AmericanAir message and pics sent..."
"14239",14239,"negative","@AmericanAir flight 3056 in D/FW now delayed 2 hours waiting sitting in plane for baggage to be loaded - why?"
"14240",14240,"negative","@AmericanAir … Been trying to book a whole new flight since 2 hours!! what is wrong with your website?"
"14241",14241,"neutral","@AmericanAir Considering it was purchased on the 21st and I attempted to use it again on the 21st I believe it would fit these parameters."
"14242",14242,"positive","@AmericanAir pretty impressed with the in flight entertainment. Full touch, usable, smooth, good selection."
"14243",14243,"negative","@AmericanAir Now your site is not working! WTF"
"14244",14244,"negative","@AmericanAir @Delta @JetBlue can you help? @SpiritAirlines is in the wrong, stuck in Florida 3days. They need to learn from real airlines."
"14245",14245,"negative","@AmericanAir it wasn't ' disrupted' it was Cancelled Flightled. Airport agents were horrendous. Sharon was your saviour"
"14246",14246,"positive","@AmericanAir I'm great thanks keep up the good work"
"14247",14247,"negative","@AmericanAir my flight has been delayed &amp; I can't talk reach anyone in customer service because of high call volume."
"14248",14248,"negative","@AmericanAir why does your RTW planner (spec. Circle Pacific) not let me even plan the demo routes from your website?"
"14249",14249,"negative","@AmericanAir @dfwairport listening to all the flights taking off over my house and kicking myself for Flight Booking Problems an AM flight tomorrow. Iceday?"
"14250",14250,"negative","@AmericanAir @Delta @JetBlue I am going to be stuck in Florida for 3 days because @SpiritAirlines wouldn't hold my connecting flight to LGA"
"14251",14251,"neutral","@AmericanAir yes, I will do just that as soon as I have a moment to gather my thoughts."
"14252",14252,"negative","@AmericanAir I even went to ticket counter and got no help"
"14253",14253,"negative","@AmericanAir Just learned my flight is Cancelled Flightled.can't get through by phone and don't see any option for assistance online. Any suggestions?"
"14254",14254,"negative","@AmericanAir Got an email about an itinerary change, but can't seem to get to anyone on phone. New flight time doesn't work for me. Help?"
"14255",14255,"neutral","@AmericanAir please help my flight appears Cancelled Flight 1503 from ft. Lauderdale to Dallas to LAX. Is there anything leaving from Mia or FLL? ThxU"
"14256",14256,"negative","@AmericanAir 's computer systems are down, can't leave without a flight plan! Any ETA, American air?"
"14257",14257,"negative",".@AmericanAir ReFlight Booking Problems for the following day is unacceptable. DMing you that and our phone number."
"14258",14258,"negative","@AmericanAir I want the flight I have on hold. I don't want a new flight."
"14259",14259,"negative","@AmericanAir Sitting at the gate on Flight 719 for an hour due to Sabre being down. What backup plan is in place if Sabre cannot be fixed?"
"14260",14260,"neutral","@AmericanAir @dfwairport got rebooked through the AA online app."
"14261",14261,"negative","@AmericanAir please pray for us that our gear is not lost or stolen due to YOUR incompetent employees. #CNN #ABCNews #MSNBC #Photography"
"14262",14262,"positive","@AmericanAir shoutout to the agent on duty now @ Gate B1 #ABQ / outstanding customer service w delayed FLT 336 http://t.co/OoEJ4d4JoP"
"14263",14263,"negative","@AmericanAir ...is this how you want to treat your platinum (and two gold) flyers??"
"14264",14264,"negative","@AmericanAir Your gate attendants in ABQ are awful as was your service. You should be ashamed. Terrible experience here from start to finish"
"14265",14265,"negative","@AmericanAir Still sitting in airport as 6:05 flt delayed until 6:55...but still not boarding, what is happening?  No info...."
"14266",14266,"negative","@AmericanAir @sa_craig no gate agent, and only 3 PA updates for 3 hours, hinted at abandonment. horrible experience for all passengers."
"14267",14267,"negative","@AmericanAir been a very long day in Philly...12:13pm flt to ORD Cancelled Flighted with NO notice, no message, no email.  NOT NICE FOR WE PLATINUMS."
"14268",14268,"negative","@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!"
"14269",14269,"neutral","@AmericanAir what name and department does it come under? Thanks"
"14270",14270,"negative","@AmericanAir 1416 Cancelled Flightled? Can't get out for two days? No explanation?"
"14271",14271,"negative","@AmericanAir @sa_craig no, not helped one bit. actually ended up driving home due to extreme disorganization and lack of communication."
"14272",14272,"negative","@AmericanAir United needs our ticket number since you rebooked us and you gave the incorrect ticket number now we can't check in #help"
"14273",14273,"negative","#nothelpful MT @AmericanAir: Our call volume is extremely high today. Our apologies. Please continue contacting Reservations for assistance."
"14274",14274,"negative","@AmericanAir I've been trying to call to cxl a reservation for tomorrow, due to needing surgery this week - cannot get through?"
"14275",14275,"negative","@AmericanAir I can't keep dialing you guys all day. Can I get into the callback queue?"
"14276",14276,"neutral","@AmericanAir Cancelled Flight previous request. Will accept ticket number for document number"
"14277",14277,"negative","@AmericanAir I've called that and they said they can't help me and it's out of their hands. I really feel like an under appreciated customer"
"14278",14278,"neutral","@AmericanAir 62 inches !?"
"14279",14279,"positive","@AmericanAir Thank you. Good suggestion. I checked and we were not rebooked. We'll keep checking and looking for other flights"
"14280",14280,"negative","@AmericanAir they could be seen if your horrible customer service group would actually update the information! Never fly American again!"
